228,CRL,Charles River Laboratories International Inc.,Healthcare,Diagnostics & Research,USA,9.33B,19.31,181.91,4.12%,"564,245"
229,CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P,USA,110.71M,8.37,18.39,-0.59%,"20,667"
230,CRVL,Corvel Corp.,Financial,Insurance Brokers,USA,3.42B,46.51,199.64,-0.45%,"24,280"
231,CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,USA,214.72B,17.26,53.01,0.49%,"17,644,389"
232,CSL,Carlisle Companies Inc.,Industrials,Building Products & Equipment,USA,13.17B,18.82,270.55,2.73%,"226,550"
233,CSPI,CSP Inc.,Technology,Information Technology Services,USA,97.20M,18.53,20.55,-3.97%,"10,696"
234,CSWI,CSW Industrials Inc,Industrials,Specialty Industrial Machinery,USA,2.71B,26.26,174.50,1.68%,"90,883"
235,CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,52.80B,38.98,518.45,1.44%,"293,654"
236,CTBI,"Community Trust Bancorp, Inc.",Financial,Banks - Regional,USA,718.88M,8.74,39.96,2.44%,"105,853"
237,CTRA,Coterra Energy Inc,Energy,Oil & Gas E&P,USA,21.17B,7.07,28.04,-0.11%,"8,816,551"
238,CTRM,Castor Maritime Inc,Industrials,Marine Shipping,Cyprus,33.59M,0.37,0.35,-0.36%,"328,497"
239,CTS,CTS Corp.,Technology,Electronic Components,USA,1.27B,21.53,40.73,3.22%,"163,886"
240,CTSH,Cognizant Technology Solutions Corp.,Technology,Information Technology Services,USA,33.47B,16.13,66.27,4.12%,"3,849,705"
241,CVCO,Cavco Industries Inc,Consumer Cyclical,Residential Construction,USA,2.35B,12.24,270.56,5.65%,"93,958"
242,CVCY,Central Valley Community Bancorp,Financial,Banks - Regional,USA,196.52M,7.17,16.64,4.59%,"16,084"
243,CVE,Cenovus Energy Inc,Energy,Oil & Gas Integrated,Canada,36.28B,12.12,19.13,-2.00%,"12,305,257"
244,CVLG,Covenant Logistics Group Inc,Industrials,Trucking,USA,529.40M,10.47,40.88,4.79%,"39,270"
245,CVLY,"Codorus Valley Bancorp, Inc.",Financial,Banks - Regional,USA,194.51M,7.10,20.24,2.43%,"11,795"
246,CVX,Chevron Corp.,Energy,Oil & Gas Integrated,USA,277.81B,10.98,147.61,-0.77%,"13,141,641"
247,CW,Curtiss-Wright Corp.,Industrials,Aerospace & Defense,USA,7.81B,22.87,203.75,-0.26%,"175,633"
248,CXT,Crane NXT Co,Industrials,Specialty Industrial Machinery,USA,3.08B,15.87,54.21,1.92%,"157,327"
249,CZNC,Citizens & Northern Corp,Financial,Banks - Regional,USA,292.08M,10.67,19.14,2.96%,"21,884"
250,DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,1.31B,2.63,66.49,-1.44%,"74,879"
251,DAKT,Daktronics Inc.,Technology,Electronic Components,USA,437.54M,14.14,9.57,0.84%,"289,114"
252,DAVA,Endava plc ADR,Technology,Software - Infrastructure,United Kingdom,2.22B,27.16,52.99,2.10%,"368,047"
253,DCI,Donaldson Co. Inc.,Industrials,Specialty Industrial Machinery,USA,7.19B,20.51,59.61,1.10%,"378,617"
254,DDS,Dillard's Inc.,Consumer Cyclical,Department Stores,USA,5.48B,7.00,333.80,2.72%,"108,030"
255,DECK,Deckers Outdoor Corp.,Consumer Cyclical,Footwear & Accessories,USA,15.60B,25.76,597.10,-0.65%,"500,002"
256,DEN,Denbury Inc.,Energy,Oil & Gas E&P,USA,4.56B,9.89,88.66,0.00%,0
257,DFH,Dream Finders Homes Inc,Consumer Cyclical,Residential Construction,USA,2.10B,8.95,22.59,3.43%,"533,782"
258,DFIN,Donnelley Financial Solutions Inc,Financial,Capital Markets,USA,1.60B,20.26,54.92,-0.88%,"559,055"
259,DGX,"Quest Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,15.06B,20.09,133.91,1.96%,"866,796"
260,DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,USA,40.21B,8.45,118.86,4.24%,"4,074,608"
261,DHIL,"Diamond Hill Investment Group, Inc.",Financial,Asset Management,USA,438.94M,10.50,152.41,0.06%,"18,790"
262,DHR,Danaher Corp.,Healthcare,Diagnostics & Research,USA,146.21B,25.04,197.87,2.53%,"2,930,287"
263,DHT,DHT Holdings Inc,Energy,Oil & Gas Midstream,Bermuda,1.83B,11.19,11.28,0.18%,"1,835,522"
264,DINO,HF Sinclair Corp.,Energy,Oil & Gas Refining & Marketing,USA,10.11B,4.87,56.28,-2.55%,"1,904,323"
265,DIOD,"Diodes, Inc.",Technology,Semiconductors,USA,3.23B,9.79,70.37,5.12%,"430,793"
266,DLO,DLocal Limited,Technology,Software - Infrastructure,USA,5.45B,43.23,18.39,0.77%,"621,193"
267,DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas E&P,USA,1.13B,10.12,28.40,-0.73%,"161,603"
268,DNOW,NOW Inc,Energy,Oil & Gas Equipment & Services,USA,1.16B,9.20,10.83,1.31%,"657,717"
269,DO,"Diamond Offshore Drilling, Inc.",Energy,Oil & Gas Drilling,USA,1.36B,7.07,13.40,-1.40%,"1,582,868"
270,DOCS,Doximity Inc,Healthcare,Health Information Services,USA,4.27B,39.23,21.92,4.38%,"1,202,281"
271,DOV,Dover Corp.,Industrials,Specialty Industrial Machinery,USA,18.80B,18.47,134.36,0.83%,"709,817"
272,DOX,Amdocs Ltd,Technology,Software - Infrastructure,USA,9.97B,17.70,82.53,3.09%,"905,525"
273,DPSI,DecisionPoint Systems Inc.,Technology,Software - Application,USA,39.68M,12.37,5.20,-5.11%,"3,425"
274,DQ,Daqo New Energy Corp ADR,Technology,Solar,China,1.96B,2.97,26.12,2.47%,"1,345,656"
275,DRD,DRDGold Ltd. ADR,Basic Materials,Gold,South Africa,778.93M,10.90,9.05,7.48%,"300,084"
276,DSGX,Descartes Systems Group Inc,Technology,Software - Application,Canada,6.21B,55.63,72.99,0.03%,"182,160"
277,DT,Dynatrace Inc,Technology,Software - Application,USA,13.98B,83.05,47.66,4.56%,"2,870,469"
278,DTCK,Davis Commodities Ltd.,Consumer Defensive,Farm Products,Singapore,116.35M,34.92,4.78,4.82%,"292,054"
279,DVAX,Dynavax Technologies Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.83B,37.04,14.22,1.07%,"3,010,982"
280,DVN,Devon Energy Corp.,Energy,Oil & Gas E&P,USA,30.33B,6.48,47.34,0.15%,"7,001,690"
281,DXLG,Destination XL Group Inc,Consumer Cyclical,Apparel Retail,USA,272.96M,7.98,4.52,2.96%,"330,639"
282,DXR,Daxor Corp.,Healthcare,Medical Instruments & Supplies,USA,37.75M,7.70,7.98,3.58%,"2,125"
283,DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,USA,2.48B,13.20,84.40,0.45%,"215,181"
284,EA,"Electronic Arts, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,35.11B,35.73,129.59,1.02%,"2,641,979"
285,EBF,Ennis Inc.,Industrials,Business Equipment & Supplies,USA,565.52M,12.33,21.86,1.25%,"76,537"
286,EBTC,"Enterprise Bancorp, Inc.",Financial,Banks - Regional,USA,333.54M,7.84,27.25,1.87%,"12,262"
287,EEX,Emerald Holding Inc,Communication Services,Advertising Agencies,USA,334.52M,39.35,5.32,4.52%,"56,470"
288,EFR,Eaton Vance Senior Floating-Rate Trust,Financial,Closed-End Fund - Debt,USA,2.74B,17.12,12.21,1.92%,"183,522"
289,EFSC,Enterprise Financial Services Corp.,Financial,Banks - Regional,USA,1.39B,6.79,37.27,3.59%,"142,604"
290,EG,Everest Group Ltd,Financial,Insurance - Reinsurance,Bermuda,16.72B,7.15,385.41,0.88%,"350,991"
291,EGO,Eldorado Gold Corp.,Basic Materials,Gold,Canada,2.27B,-,11.20,2.56%,"3,077,011"
292,EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P,USA,477.03M,11.98,4.48,-1.97%,"804,260"
293,EIG,Employers Holdings Inc,Financial,Insurance - Specialty,USA,998.71M,8.78,38.83,0.36%,"111,905"
294,ELA,Envela Corp,Consumer Cyclical,Luxury Goods,USA,101.68M,7.64,3.78,2.16%,"34,864"
295,ELF,e.l.f. Beauty Inc,Consumer Defensive,Household & Personal Products,USA,5.29B,45.04,96.15,-1.90%,"2,807,944"
296,ELTK,Eltek Ltd,Technology,Electronic Components,Israel,54.93M,11.78,9.39,-0.32%,"32,327"
297,ELV,Elevance Health Inc,Healthcare,Healthcare Plans,USA,105.70B,17.66,449.86,-0.37%,"673,051"
298,EME,"Emcor Group, Inc.",Industrials,Engineering & Construction,USA,9.89B,18.30,210.22,1.36%,"301,637"
299,EMN,Eastman Chemical Co,Basic Materials,Specialty Chemicals,USA,9.13B,15.73,77.03,2.47%,"770,038"
300,EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,USA,52.56B,-,91.97,0.89%,"2,686,622"
301,ENFN,Enfusion Inc,Technology,Software - Application,USA,707.01M,202.35,8.60,3.24%,"149,284"
302,ENS,Enersys,Industrials,Electrical Equipment & Parts,USA,3.71B,17.71,90.41,2.70%,"212,415"
303,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,74.62B,9.52,128.16,-0.38%,"5,531,196"
304,EPAC,Enerpac Tool Group Corp,Industrials,Specialty Industrial Machinery,USA,1.52B,34.25,28.06,-0.43%,"433,856"
305,EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA,13.95B,30.03,240.70,3.61%,"700,846"
306,EPM,Evolution Petroleum Corporation,Energy,Oil & Gas E&P,USA,214.40M,6.19,6.45,-0.31%,"323,301"
307,EPSN,Epsilon Energy Ltd,Energy,Oil & Gas E&P,USA,127.42M,5.83,5.75,-0.86%,"26,630"
308,EQBK,Equity Bancshares Inc,Financial,Banks - Regional,USA,404.67M,8.69,26.26,4.21%,"51,452"
309,EQNR,Equinor ASA ADR,Energy,Oil & Gas Integrated,Norway,98.25B,5.99,33.14,-1.84%,"2,186,346"
310,EQT,EQT Corp,Energy,Oil & Gas E&P,USA,18.39B,6.06,44.72,0.83%,"5,229,295"
311,ERF,Enerplus Corporation,Energy,Oil & Gas E&P,Canada,3.67B,4.64,17.44,-0.68%,"1,110,801"
312,ERIE,Erie Indemnity Co.,Financial,Insurance Brokers,USA,12.96B,36.59,278.28,0.12%,"51,101"
313,ERO,Ero Copper Corp,Basic Materials,Copper,Canada,1.26B,15.81,13.52,-0.22%,"427,710"
314,ESAB,ESAB Corp,Industrials,Metal Fabrication,USA,4.52B,21.04,75.07,3.80%,"363,037"
315,ESEA,Euroseas Ltd,Industrials,Marine Shipping,Greece,186.55M,1.82,26.65,0.68%,"10,946"
316,ESNT,Essent Group Ltd,Financial,Insurance - Specialty,Bermuda,5.25B,7.87,49.06,2.06%,"376,113"
317,ESP,Espey Manufacturing & Electronics Corp.,Industrials,Electrical Equipment & Parts,USA,46.41M,11.47,17.12,-0.84%,"13,270"
318,ESQ,Esquire Financial Holdings Inc,Financial,Banks - Regional,USA,391.22M,9.87,47.71,2.56%,"19,071"
319,ESTE,Earthstone Energy Inc,Energy,Oil & Gas E&P,USA,2.25B,7.37,21.17,0.00%,0
320,ETD,"Ethan Allen Interiors, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,690.88M,7.67,27.20,0.70%,"382,599"
321,ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,85.70B,28.76,214.79,-0.63%,"1,852,855"
322,EURN,Euronav NV,Energy,Oil & Gas Midstream,Belgium,3.66B,5.33,18.13,0.28%,"2,232,374"
323,EVR,Evercore Inc,Financial,Capital Markets,USA,5.36B,18.24,141.40,3.27%,"336,918"
324,EVTC,Evertec Inc,Technology,Software - Infrastructure,USA,2.18B,22.88,33.78,3.33%,"337,630"
325,EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,USA,40.68B,28.68,67.07,2.35%,"3,806,009"
326,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,USA,8.36B,6.67,59.11,3.90%,"1,265,792"
327,EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA,4.40B,25.54,26.66,0.76%,"652,141"
328,EXP,Eagle Materials Inc.,Basic Materials,Building Materials,USA,5.76B,12.09,165.08,2.27%,"264,685"
329,EXPD,"Expeditors International Of Washington, Inc.",Industrials,Integrated Freight & Logistics,USA,16.71B,16.93,112.95,0.12%,"1,495,746"
330,EXPO,Exponent Inc.,Industrials,Engineering & Construction,USA,3.81B,38.02,75.00,1.47%,"219,214"
331,FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,28.99B,8.41,162.10,-0.70%,"1,294,023"
332,FANH,Fanhua Inc ADR,Financial,Insurance Brokers,China,368.45M,10.54,6.86,-1.72%,"10,646"
333,FAST,Fastenal Co.,Industrials,Industrial Distribution,USA,34.17B,30.20,59.80,-0.10%,"4,102,458"
334,FBMS,First Bancshares Inc Miss,Financial,Banks - Regional,USA,817.31M,9.69,26.28,4.16%,"130,112"
335,FBNC,First Bancorp,Financial,Banks - Regional,USA,1.30B,11.02,31.73,3.93%,"179,240"
336,FBP,First Bancorp PR,Financial,Banks - Regional,USA,2.57B,8.79,14.42,3.07%,"939,282"
337,FC,Franklin Covey Co.,Industrials,Consulting Services,USA,474.28M,28.72,35.93,2.42%,"250,736"
338,FCAP,First Capital Inc.,Financial,Banks - Regional,USA,82.85M,6.27,24.73,0.32%,"6,357"
339,FCBC,First Community Bankshares Inc.,Financial,Banks - Regional,USA,644.12M,12.22,34.28,2.24%,"39,022"
340,FCF,First Commonwealth Financial Corp.,Financial,Banks - Regional,USA,1.36B,8.92,13.24,5.25%,"652,204"
341,FCFS,FirstCash Holdings Inc,Financial,Credit Services,USA,4.92B,21.85,109.10,-0.25%,"188,930"
342,FCN,FTI Consulting Inc.,Industrials,Consulting Services,USA,7.63B,31.81,215.00,0.67%,"162,011"
343,FCX,Freeport-McMoRan Inc,Basic Materials,Copper,USA,50.39B,23.62,35.15,0.40%,"9,303,978"
344,FDBC,"Fidelity D&D Bancorp, Inc.",Financial,Banks - Regional,USA,278.58M,11.21,48.96,5.27%,"9,062"
345,FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery,USA,4.04B,21.20,87.54,1.27%,"141,454"
346,FF,Futurefuel Corp,Basic Materials,Specialty Chemicals,USA,294.94M,7.03,6.74,1.05%,"260,322"
347,FFBC,First Financial Bancorp,Financial,Banks - Regional,USA,1.91B,7.12,20.09,2.24%,"368,656"
348,FFIN,"First Financial Bankshares, Inc.",Financial,Banks - Regional,USA,3.70B,17.54,25.95,2.57%,"527,003"
349,FFIV,F5 Inc,Technology,Software - Infrastructure,USA,9.14B,23.47,154.08,0.79%,"553,822"
350,FGF,FG Financial Group Inc,Financial,Insurance - Diversified,USA,13.60M,1.72,1.32,-0.06%,"1,084"
351,FHB,First Hawaiian INC,Financial,Banks - Regional,USA,2.45B,9.20,19.21,1.75%,"833,980"
352,FHI,Federated Hermes Inc,Financial,Asset Management,USA,2.82B,10.64,32.74,1.49%,"881,139"
353,FHN,First Horizon Corporation,Financial,Banks - Regional,USA,6.63B,7.10,11.86,3.76%,"9,868,628"
354,FINV,FinVolution Group ADR,Financial,Credit Services,China,818.68M,4.03,4.85,0.62%,"558,626"
355,FINW,FinWise Bancorp,Financial,Banks - Regional,USA,113.21M,5.93,8.90,2.53%,"26,694"
356,FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,USA,6.71B,23.48,187.81,0.09%,"391,683"
357,FIZZ,National Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA,4.58B,29.36,49.04,2.36%,"183,833"
358,FLEX,Flex Ltd,Technology,Electronic Components,USA,11.32B,15.12,26.13,3.04%,"4,467,965"
359,FLO,"Flowers Foods, Inc.",Consumer Defensive,Packaged Foods,USA,4.70B,21.22,22.26,-0.13%,"1,240,540"
360,FLS,Flowserve Corp.,Industrials,Specialty Industrial Machinery,USA,4.95B,20.26,37.76,1.56%,"850,304"
361,FLXS,"Flexsteel Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,97.24M,6.53,18.70,-5.75%,"10,877"
362,FMBH,First Mid Bancshares Inc.,Financial,Banks - Regional,USA,712.76M,8.73,29.86,2.72%,"69,088"
363,FMNB,Farmers National Banc Corp.,Financial,Banks - Regional,USA,455.88M,9.08,12.16,3.58%,"71,453"
364,FMST,Foremost Lithium Resource & Technology Ltd,Basic Materials,Chemicals,Canada,14.03M,15.52,2.93,-1.01%,"3,133"
365,FMX,Fomento Economico Mexicano S.A.B. de C.V. ADR,Consumer Defensive,Beverages - Brewers,Mexico,26.14B,11.84,120.94,0.71%,"1,551,776"
366,FN,Fabrinet,Technology,Electronic Components,Cayman Islands,5.90B,24.16,162.52,4.71%,"349,970"
367,FNB,F.N.B. Corp.,Financial,Banks - Regional,USA,4.14B,7.36,11.54,3.04%,"2,073,869"
368,FND,Floor & Decor Holdings Inc,Consumer Cyclical,Home Improvement Retail,USA,8.60B,31.28,80.75,-4.91%,"7,532,303"
369,FNLC,First Bancorp Inc (ME),Financial,Banks - Regional,USA,274.81M,8.58,24.78,3.04%,"9,479"
370,FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada,23.95B,36.11,124.69,2.15%,"1,676,617"
371,FOR,Forestar Group Inc,Real Estate,Real Estate - Development,USA,1.32B,9.10,26.46,5.21%,"207,857"
372,FOX,Fox Corporation,Communication Services,Entertainment,USA,14.25B,12.70,29.33,3.09%,"1,302,412"
373,FOXA,Fox Corporation,Communication Services,Entertainment,USA,15.46B,13.78,31.82,2.81%,"4,111,180"
374,FOXF,Fox Factory Holding Corp,Consumer Cyclical,Auto Parts,USA,2.56B,15.14,60.53,-27.19%,"6,793,192"
375,FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,USA,5.85B,21.87,44.20,1.19%,"1,121,327"
376,FRAF,Franklin Financial Services Corp.,Financial,Banks - Regional,USA,142.25M,10.40,32.70,2.51%,"4,380"
377,FRD,"Friedman Industries, Inc.",Basic Materials,Steel,USA,77.12M,4.34,10.45,1.26%,"14,526"
378,FRME,First Merchants Corp.,Financial,Banks - Regional,USA,1.77B,7.04,29.65,3.71%,"194,700"
379,FSBC,Five Star Bancorp,Financial,Banks - Regional,USA,355.38M,7.05,20.59,4.78%,"51,536"
380,FSBW,FS Bancorp Inc,Financial,Banks - Regional,USA,232.34M,6.98,29.98,3.02%,"8,094"
381,FSI,Flexible Solutions International Inc,Basic Materials,Specialty Chemicals,Canada,23.88M,4.34,1.92,-3.52%,"26,866"
382,FSS,Federal Signal Corp.,Industrials,Pollution & Treatment Controls,USA,3.92B,27.11,64.35,1.74%,"283,554"
383,FSV,FirstService Corp,Real Estate,Real Estate Services,Canada,6.56B,49.62,146.91,0.64%,"87,806"
384,FTLF,FitLife Brands Inc,Consumer Defensive,Packaged Foods,USA,98.12M,28.50,22.05,-1.03%,"6,246"
385,FULT,Fulton Financial Corp.,Financial,Banks - Regional,USA,2.32B,8.13,14.15,3.59%,"1,258,879"
386,FUTU,Futu Holdings Ltd ADR,Financial,Capital Markets,Hong Kong,5.00B,16.11,58.72,5.25%,"2,814,698"
387,FWRD,Forward Air Corp.,Industrials,Integrated Freight & Logistics,USA,1.70B,16.21,66.23,1.30%,"320,365"
388,FXNC,"First National Corp. (Strasburg, VA)",Financial,Banks - Regional,USA,118.75M,7.82,19.00,0.26%,765
389,G,Genpact Ltd,Technology,Information Technology Services,Bermuda,6.23B,15.75,34.38,1.03%,"735,458"
390,GABC,German American Bancorp Inc,Financial,Banks - Regional,USA,844.81M,9.50,28.57,4.16%,"58,184"
391,GAU,Galiano Gold Inc,Basic Materials,Gold,Canada,121.47M,2.42,0.54,-3.21%,"538,150"
392,GCBC,Greene County Bancorp Inc,Financial,Banks - Regional,USA,429.67M,15.22,25.23,1.69%,"10,972"
393,GCT,GigaCloud Technology Inc,Technology,Software - Infrastructure,USA,441.96M,9.00,10.79,1.79%,"653,243"
394,GD,General Dynamics Corp.,Industrials,Aerospace & Defense,USA,66.37B,20.33,243.21,-0.33%,"1,004,231"
395,GDC,GD Culture Group Limited,Communication Services,Electronic Gaming & Multimedia,Hong Kong,9.09M,-,2.98,3.47%,"11,361"
396,GDHG,Golden Heaven Group Holdings Ltd,Consumer Cyclical,Leisure,China,857.00M,62.46,17.14,0.82%,"488,723"
397,GE,General Electric Co.,Industrials,Specialty Industrial Machinery,USA,118.55B,12.48,108.92,1.06%,"5,529,626"
398,GEG,Great Elm Group Inc,Financial,Asset Management,USA,56.11M,2.71,1.80,1.38%,"19,190"
399,GFI,Gold Fields Ltd ADR,Basic Materials,Gold,South Africa,12.49B,18.77,13.98,9.30%,"7,176,062"
400,GFS,GlobalFoundries Inc,Technology,Semiconductors,USA,28.55B,19.54,52.85,4.90%,"1,945,629"
401,GGAL,Grupo Financiero Galicia ADR,Financial,Banks - Regional,Argentina,1.48B,3.11,12.44,1.06%,"491,747"
402,GGB,Gerdau S.A. ADR,Basic Materials,Steel,Brazil,5.36B,4.45,4.67,1.74%,"6,857,903"
403,GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,USA,13.01B,25.37,77.05,1.57%,"561,590"
404,GIB,CGI Inc,Technology,Information Technology Services,Canada,23.55B,20.47,101.05,1.34%,"130,013"
405,GIC,Global Industrial Co,Industrials,Industrial Distribution,USA,1.32B,19.18,34.61,1.20%,"70,418"
406,GIL,Gildan Activewear Inc,Consumer Cyclical,Apparel Manufacturing,Canada,5.93B,12.21,33.24,2.78%,"946,211"
407,GL,Globe Life Inc,Financial,Insurance - Life,USA,11.11B,12.54,117.16,1.11%,"734,793"
408,GLRE,Greenlight Capital Re Ltd,Financial,Insurance - Reinsurance,Cayman Islands,404.90M,6.31,11.48,1.15%,"113,788"
409,GMAB,Genmab ADR,Healthcare,Biotechnology,Denmark,19.00B,29.04,29.09,4.12%,"1,089,622"
410,GMED,Globus Medical Inc,Healthcare,Medical Devices,USA,6.57B,23.43,46.99,1.51%,"1,136,771"
411,GMS,GMS Inc,Industrials,Building Products & Equipment,USA,2.53B,7.95,62.33,2.89%,"180,228"
412,GNE,Genie Energy Ltd,Utilities,Utilities - Regulated Electric,USA,557.16M,8.36,20.29,0.90%,"191,514"
413,GNTX,Gentex Corp.,Consumer Cyclical,Auto Parts,USA,7.02B,17.74,30.08,1.83%,"1,473,341"
414,GNTY,"Guaranty Bancshares, Inc. (TX)",Financial,Banks - Regional,USA,348.37M,11.11,30.11,1.86%,"17,375"
415,GOGL,Golden Ocean Group Limited,Industrials,Marine Shipping,Bermuda,1.50B,7.60,7.53,0.80%,"979,844"
416,GOLF,Acushnet Holdings Corp,Consumer Cyclical,Leisure,USA,3.67B,16.75,55.20,0.55%,"422,699"
417,GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA,1631.71B,24.99,130.37,1.39%,"19,510,011"
418,GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA,1615.82B,24.75,129.10,1.26%,"26,255,476"
419,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3.80B,6.05,274.95,2.82%,"111,161"
420,GPOR,Gulfport Energy Corp.,Energy,Oil & Gas E&P,USA,2.48B,1.54,133.17,-0.34%,"207,327"
421,GRBK,Green Brick Partners Inc,Consumer Cyclical,Residential Construction,USA,2.04B,7.82,44.89,5.13%,"498,553"
422,GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,Switzerland,22.12B,21.31,115.61,1.01%,"750,477"
423,GRNQ,Greenpro Capital Corp,Industrials,Consulting Services,Hong Kong,6.82M,2.89,0.90,2.27%,"6,664"
424,GRNT,Granite Ridge Resources Inc,Energy,Oil & Gas E&P,USA,854.89M,3.70,6.34,0.32%,"370,120"
425,GRVY,Gravity Co Ltd ADR,Communication Services,Electronic Gaming & Multimedia,South Korea,451.75M,4.55,65.00,2.72%,"13,658"
426,GSBC,"Great Southern Bancorp, Inc.",Financial,Banks - Regional,USA,625.94M,8.77,52.38,2.59%,"27,062"
427,GSL,Global Ship Lease Inc,Industrials,Rental & Leasing Services,United Kingdom,633.06M,2.10,18.00,0.33%,"373,363"
428,GSM,Ferroglobe Plc,Basic Materials,Other Industrial Metals & Mining,United Kingdom,880.92M,5.06,4.70,1.95%,"1,559,488"
429,GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,USA,38.10B,21.30,767.73,1.51%,"363,786"
430,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA,10.97B,23.33,104.66,2.48%,"865,678"
431,HAE,Haemonetics Corp.,Healthcare,Medical Instruments & Supplies,USA,4.48B,35.36,88.43,3.48%,"408,144"
432,HAFC,Hanmi Financial Corp.,Financial,Banks - Regional,USA,498.65M,5.56,16.36,3.41%,"148,516"
433,HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,USA,36.06B,13.86,40.29,-0.74%,"4,748,092"
434,HAYN,Haynes International Inc.,Industrials,Metal Fabrication,USA,598.82M,13.30,47.04,4.49%,"78,707"
435,HBAN,"Huntington Bancshares, Inc.",Financial,Banks - Regional,USA,15.38B,7.02,10.62,2.71%,"21,298,970"
436,HBB,Hamilton Beach Brands Holding Co,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,177.04M,13.76,12.61,-0.55%,"24,260"
437,HBCP,Home Bancorp Inc,Financial,Banks - Regional,USA,298.05M,7.11,36.57,3.31%,"15,132"
438,HBT,HBT Financial Inc,Financial,Banks - Regional,USA,604.90M,9.14,19.04,5.08%,"47,355"
439,HCC,Warrior Met Coal Inc,Basic Materials,Coking Coal,USA,2.57B,5.71,49.37,1.46%,"518,328"
440,HCKT,Hackett Group Inc,Technology,Information Technology Services,USA,639.40M,18.84,23.49,2.26%,"91,612"
441,HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,USA,561.60M,10.93,12.37,0.49%,"438,087"
442,HEI,Heico Corp.,Industrials,Aerospace & Defense,USA,22.39B,56.50,162.00,0.53%,"246,914"
443,HEI-A,Heico Corp.,Industrials,Aerospace & Defense,USA,17.95B,45.31,129.91,0.30%,"158,580"
444,HFBL,Home Federal Bancorp Inc (Louisiana),Financial,Banks - Regional,USA,38.09M,7.24,12.17,-7.73%,"15,081"
445,HGBL,Heritage Global Inc,Financial,Capital Markets,USA,122.22M,6.85,3.29,2.81%,"128,792"
446,HHS,"Harte-Hanks, Inc.",Industrials,Conglomerates,USA,50.04M,1.84,6.94,2.97%,"13,513"
447,HI,Hillenbrand Inc,Industrials,Specialty Industrial Machinery,USA,2.83B,17.00,40.47,2.79%,"236,705"
448,HIG,Hartford Financial Services Group Inc.,Financial,Insurance - Diversified,USA,22.30B,10.17,74.13,0.69%,"1,443,883"
449,HII,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA,9.33B,17.64,233.96,0.05%,"342,500"
450,HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA,7.30B,27.17,105.80,1.81%,"283,625"
451,HLNE,Hamilton Lane Inc,Financial,Asset Management,USA,3.55B,31.62,91.94,4.36%,"305,544"
452,HMY,Harmony Gold Mining Co Ltd ADR,Basic Materials,Gold,South Africa,3.06B,11.36,4.94,10.51%,"6,403,109"
453,HNRG,Hallador Energy Co,Energy,Thermal Coal,USA,455.34M,6.80,13.74,-2.35%,"249,504"
454,HOMB,Home Bancshares Inc,Financial,Banks - Regional,USA,4.40B,10.45,21.70,3.19%,"891,476"
455,HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USA,4.11B,10.86,41.36,0.63%,"1,419,412"
456,HPK,HighPeak Energy Inc,Energy,Oil & Gas E&P,USA,2.24B,8.69,17.50,-2.56%,"314,498"
