457,HQI,HireQuest Inc,Industrials,Staffing & Employment Services,USA,224.62M,19.14,16.16,2.41%,"25,485"
458,HRL,Hormel Foods Corp.,Consumer Defensive,Packaged Foods,USA,17.96B,20.58,32.87,-0.93%,"2,215,448"
459,HRMY,Harmony Biosciences Holdings Inc,Healthcare,Biotechnology,USA,1.52B,10.51,25.92,5.24%,"599,433"
460,HRTG,Heritage Insurance Holdings Inc.,Financial,Insurance - Property & Casualty,USA,178.92M,6.63,7.00,11.46%,"738,260"
461,HSIC,Henry Schein Inc.,Healthcare,Medical Distribution,USA,8.15B,18.29,62.40,0.82%,"1,978,343"
462,HSII,"Heidrick & Struggles International, Inc.",Industrials,Staffing & Employment Services,USA,504.81M,9.29,25.09,1.62%,"93,378"
463,HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,11.93B,15.86,16.76,2.82%,"7,116,656"
464,HT,Hersha Hospitality Trust,Real Estate,REIT - Hotel & Motel,USA,398.19M,3.21,9.93,0.00%,"376,413"
465,HTBI,HomeTrust Bancshares Inc,Financial,Banks - Regional,USA,382.36M,7.15,22.00,2.56%,"31,422"
466,HTBK,Heritage Commerce Corp.,Financial,Banks - Regional,USA,536.37M,7.49,8.78,3.66%,"606,616"
467,HTGC,Hercules Capital Inc,Financial,Asset Management,USA,2.40B,7.95,15.87,-1.43%,"1,466,619"
468,HTLF,"Heartland Financial USA, Inc.",Financial,Banks - Regional,USA,1.27B,6.26,29.70,3.92%,"146,965"
469,HUBB,Hubbell Inc.,Industrials,Electrical Equipment & Parts,USA,15.11B,22.00,281.84,0.40%,"492,221"
470,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2.28B,10.61,71.15,4.40%,"541,710"
471,HUM,Humana Inc.,Healthcare,Healthcare Plans,USA,58.72B,19.77,477.01,-0.91%,"1,452,657"
472,HURN,Huron Consulting Group Inc,Industrials,Consulting Services,USA,1.93B,25.99,101.40,1.87%,"201,646"
473,HVT,"Haverty Furniture Cos., Inc.",Consumer Cyclical,Home Improvement Retail,USA,480.46M,7.57,29.35,5.73%,"110,842"
474,HWC,Hancock Whitney Corp.,Financial,Banks - Regional,USA,3.32B,6.93,38.55,4.44%,"743,146"
475,HWKN,Hawkins Inc,Basic Materials,Specialty Chemicals,USA,1.27B,18.45,60.56,11.08%,"195,906"
476,HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA,19.78B,31.37,47.98,-0.56%,"2,954,176"
477,HXL,Hexcel Corp.,Industrials,Aerospace & Defense,USA,5.35B,33.78,63.58,-1.27%,"600,167"
478,HYW,Hywin Holdings Ltd ADR,Financial,Asset Management,China,199.64M,11.25,7.13,0.14%,"10,984"
479,IBCP,"Independent Bank Corporation (Ionia, MI)",Financial,Banks - Regional,USA,440.79M,7.40,21.05,3.64%,"90,143"
480,IBEX,IBEX Ltd,Technology,Information Technology Services,USA,314.34M,14.64,17.30,3.47%,"45,501"
481,IBN,ICICI Bank Ltd. ADR,Financial,Banks - Regional,India,80.01B,16.68,22.84,0.88%,"4,969,454"
482,IBOC,International Bancshares Corp.,Financial,Banks - Regional,USA,2.95B,7.59,47.55,4.74%,"331,994"
483,ICL,ICL Group Ltd.,Basic Materials,Agricultural Inputs,Israel,6.43B,4.58,4.99,1.22%,"807,145"
484,IDT,IDT Corp.,Communication Services,Telecom Services,USA,727.88M,18.27,28.93,0.42%,"83,753"
485,IDXX,"Idexx Laboratories, Inc.",Healthcare,Diagnostics & Research,USA,35.65B,43.80,429.30,2.35%,"627,555"
486,IESC,IES Holdings Inc,Industrials,Engineering & Construction,USA,1.25B,17.17,61.86,-1.21%,"42,065"
487,IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA,14.76B,23.99,195.17,0.82%,"457,321"
488,IGIC,International General Insurance Holdings Ltd,Financial,Insurance - Diversified,Israel,485.05M,4.45,11.12,1.18%,"58,524"
489,IH,iHuman Inc ADR,Consumer Defensive,Education & Training Services,China,70.71M,6.51,2.95,13.90%,"5,155"
490,III,Information Services Group Inc.,Technology,Information Technology Services,USA,209.29M,16.23,4.31,4.61%,"78,596"
491,IMKTA,"Ingles Markets, Inc.",Consumer Defensive,Grocery Stores,USA,1.54B,6.82,82.60,2.18%,"54,789"
492,IMMR,Immersion Corp,Technology,Software - Application,USA,219.23M,5.24,6.80,1.95%,"287,958"
493,IMO,Imperial Oil Ltd.,Energy,Oil & Gas Integrated,Canada,32.57B,8.68,57.48,-1.84%,"571,899"
494,IMPP,Imperial Petroleum Inc,Energy,Oil & Gas Midstream,Greece,29.57M,0.05,1.73,0.58%,"405,679"
495,INFY,Infosys Ltd ADR,Technology,Information Technology Services,India,69.23B,22.96,16.68,-0.06%,"8,673,655"
496,INGR,Ingredion Inc,Consumer Defensive,Packaged Foods,USA,6.34B,11.19,95.89,1.05%,"284,742"
497,INMD,Inmode Ltd,Healthcare,Medical Devices,Israel,1.79B,10.21,21.48,-1.29%,"2,099,558"
498,INSW,International Seaways Inc,Energy,Oil & Gas Midstream,USA,2.42B,3.73,49.50,-0.34%,"484,555"
499,INTT,Intest Corp.,Technology,Semiconductor Equipment & Materials,USA,156.86M,12.53,12.90,-3.66%,"272,165"
500,INTU,Intuit Inc,Technology,Software - Application,USA,139.71B,59.17,498.51,-0.37%,"2,419,569"
501,IOSP,Innospec Inc,Basic Materials,Specialty Chemicals,USA,2.50B,19.84,100.35,2.06%,"78,292"
502,IPAR,"Inter Parfums, Inc.",Consumer Defensive,Household & Personal Products,USA,4.15B,28.35,129.90,1.60%,"94,841"
503,IRMD,Iradimed Corp,Healthcare,Medical Devices,USA,567.76M,34.99,45.06,9.90%,"94,544"
504,ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA,98.06B,65.59,278.52,0.23%,"1,310,462"
505,ISSC,Innovative Solutions And Support Inc,Industrials,Aerospace & Defense,USA,127.73M,25.22,7.32,0.27%,"6,331"
506,ITIC,Investors Title Co.,Financial,Insurance - Specialty,USA,283.41M,11.75,149.95,2.12%,"2,408"
507,ITRN,Ituran Location And Control Ltd.,Technology,Communication Equipment,Israel,531.17M,11.86,25.33,1.36%,"75,315"
508,ITT,ITT Inc,Industrials,Specialty Industrial Machinery,USA,8.31B,19.30,101.21,1.45%,"578,899"
509,IZM,Iczoom Group Inc,Technology,Electronics & Computer Distribution,China,89.97M,51.36,8.71,2.83%,"170,826"
510,J,Jacobs Solutions Inc,Industrials,Engineering & Construction,USA,16.87B,23.09,133.97,0.05%,"436,891"
511,JAKK,Jakks Pacific Inc.,Consumer Cyclical,Leisure,USA,246.31M,2.93,24.46,6.35%,"275,334"
512,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,USA,18.12B,23.68,175.69,1.87%,"561,247"
513,JBSS,"Sanfilippo (John B.) & Son, Inc",Consumer Defensive,Packaged Foods,USA,1.08B,16.77,93.38,0.19%,"45,326"
514,JBT,John Bean Technologies Corp,Industrials,Specialty Industrial Machinery,USA,3.43B,6.18,107.80,1.54%,"115,806"
515,JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland,35.02B,17.20,51.48,1.22%,"6,299,266"
516,JD,JD.com Inc ADR,Consumer Cyclical,Internet Retail,China,36.70B,13.58,26.94,4.38%,"13,873,509"
517,JFIN,Jiayin Group Inc ADR,Communication Services,Internet Content & Information,China,129.71M,1.51,4.86,-4.33%,"59,970"
518,JHX,James Hardie Industries plc ADR,Basic Materials,Building Materials,Ireland,11.83B,23.57,26.88,0.86%,"41,383"
519,JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,USA,10.55B,28.88,144.85,2.06%,"573,579"
520,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,364.32B,28.88,151.34,0.73%,"4,925,307"
521,JOE,St. Joe Co.,Real Estate,Real Estate - Diversified,USA,2.90B,31.22,49.60,1.89%,"248,483"
522,KAI,"Kadant, Inc.",Industrials,Specialty Industrial Machinery,USA,2.86B,24.95,244.39,2.81%,"83,534"
523,KARO,Karooooo Ltd,Technology,Software - Application,Singapore,749.30M,21.77,24.21,-1.18%,"1,956"
524,KBH,KB Home,Consumer Cyclical,Residential Construction,USA,4.06B,6.69,51.18,4.75%,"1,929,219"
525,KE,Kimball Electronics Inc,Industrials,Electrical Equipment & Parts,USA,676.17M,12.23,27.21,2.76%,"54,701"
526,KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,22.33B,19.98,125.76,2.08%,"993,231"
527,KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,USA,1.22B,23.15,61.53,1.65%,"89,407"
528,KFY,Korn Ferry,Industrials,Staffing & Employment Services,USA,2.52B,14.08,47.82,1.77%,"163,771"
529,KGEI,Kolibri Global Energy Inc,Energy,Oil & Gas E&P,USA,162.78M,6.80,4.57,2.24%,"13,694"
530,KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA,7.87B,29.06,339.53,-1.40%,"241,072"
531,KOF,Coca-Cola Femsa S.A.B. DE C.V. ADR,Consumer Defensive,Beverages - Non-Alcoholic,Mexico,4.28B,14.68,81.55,4.28%,"259,132"
532,KRP,"Kimbell Royalty Partners, LP",Energy,Oil & Gas E&P,USA,1.56B,11.35,16.60,0.18%,"570,928"
533,KRT,Karat Packaging Inc,Consumer Cyclical,Packaging & Containers,USA,438.57M,14.59,22.05,2.37%,"36,920"
534,LANC,Lancaster Colony Corp.,Consumer Defensive,Packaged Foods,USA,4.71B,40.05,171.00,2.10%,"194,300"
535,LAUR,Laureate Education Inc,Consumer Defensive,Education & Training Services,USA,2.14B,21.45,13.64,4.20%,"1,279,857"
536,LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services,USA,3.41B,5.88,20.23,-0.05%,"2,447,933"
537,LDWY,Lendway Inc,Communication Services,Advertising Agencies,USA,9.20M,0.72,5.11,0.69%,"6,963"
538,LEA,Lear Corp.,Consumer Cyclical,Auto Parts,USA,7.62B,13.80,130.76,2.32%,"655,469"
539,LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,USA,10.52B,21.55,183.94,1.91%,"260,684"
540,LEGH,Legacy Housing Corp,Consumer Cyclical,Residential Construction,USA,475.85M,7.41,19.51,4.50%,"30,506"
541,LEN,Lennar Corp.,Consumer Cyclical,Residential Construction,USA,34.07B,8.88,119.82,3.42%,"2,621,222"
542,LEN-B,Lennar Corp.,Consumer Cyclical,Residential Construction,USA,31.41B,8.19,110.48,3.10%,"49,166"
543,LFUS,"Littelfuse, Inc.",Technology,Electronic Components,USA,5.80B,18.85,233.13,2.24%,"83,407"
544,LGIH,LGI Homes Inc,Consumer Cyclical,Residential Construction,USA,2.62B,14.47,111.13,4.25%,"282,913"
545,LIN,Linde Plc.,Basic Materials,Specialty Chemicals,United Kingdom,190.32B,32.43,392.51,0.73%,"1,339,231"
546,LINC,Lincoln Educational Services Corp,Consumer Defensive,Education & Training Services,USA,273.77M,9.51,8.73,-0.23%,"73,256"
547,LINK,Interlink Electronics,Technology,Electronic Components,USA,55.42M,45.98,8.41,0.72%,"2,888"
548,LIZI,Lizhi Inc ADR,Communication Services,Internet Content & Information,China,15.10M,1.20,3.70,6.02%,"15,214"
549,LKFN,Lakeland Financial Corp.,Financial,Banks - Regional,USA,1.36B,15.21,53.29,3.76%,"179,457"
550,LKQ,LKQ Corp,Consumer Cyclical,Auto Parts,USA,12.03B,12.66,44.94,3.43%,"1,362,937"
551,LMB,Limbach Holdings Inc,Industrials,Engineering & Construction,USA,331.87M,21.19,30.17,-1.31%,"130,735"
552,LND,Brasilagro Companhia Brasileira De Propriedade Agricola ADR,Consumer Defensive,Farm Products,Brazil,507.44M,9.43,5.12,2.81%,"39,352"
553,LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,USA,1.41B,19.59,128.17,0.92%,"62,726"
554,LNTH,Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,4.40B,45.04,64.32,3.47%,"1,344,384"
555,LOAN,Manhattan Bridge Capital Inc,Real Estate,REIT - Mortgage,USA,53.41M,10.06,4.66,0.76%,"36,755"
556,LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland,12.47B,33.43,79.36,-0.55%,"467,990"
557,LOPE,Grand Canyon Education Inc,Consumer Defensive,Education & Training Services,USA,4.15B,21.42,137.07,12.54%,"796,184"
558,LOVE,Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,267.26M,13.00,17.56,-1.07%,"786,513"
559,LPG,Dorian LPG Ltd,Energy,Oil & Gas Midstream,USA,1.54B,6.01,38.07,-1.86%,"1,545,273"
560,LPRO,Open Lending Corp,Financial,Credit Services,USA,766.44M,17.83,6.35,1.76%,"564,998"
561,LQDT,Liquidity Services Inc,Consumer Cyclical,Internet Retail,USA,595.08M,27.28,19.39,0.67%,"83,941"
562,LRCX,Lam Research Corp.,Technology,Semiconductor Equipment & Materials,USA,83.57B,21.55,634.08,1.73%,"982,736"
563,LRN,Stride Inc,Consumer Defensive,Education & Training Services,USA,2.42B,15.47,55.87,1.51%,"1,174,657"
564,LSCC,Lattice Semiconductor Corp.,Technology,Semiconductors,USA,7.95B,37.96,57.63,2.09%,"3,141,206"
565,LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,USA,6.12B,20.40,170.10,2.11%,"248,418"
566,LTHM,Livent Corp,Basic Materials,Specialty Chemicals,USA,2.69B,8.34,14.97,1.91%,"4,714,318"
567,LULU,Lululemon Athletica inc.,Consumer Cyclical,Apparel Retail,Canada,51.62B,51.66,407.93,1.10%,"1,230,476"
568,LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,USA,156.09M,28.56,10.64,0.95%,"61,603"
569,LX,LexinFintech Holdings Ltd ADR,Financial,Credit Services,China,281.68M,2.07,2.03,5.18%,"492,507"
570,LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,United Kingdom,30.07B,13.29,92.70,0.80%,"1,533,670"
571,LYG,Lloyds Banking Group plc ADR,Financial,Banks - Regional,United Kingdom,32.55B,-,2.06,2.49%,"6,123,099"
572,LYTS,LSI Industries Inc.,Technology,Electronic Components,USA,384.30M,14.32,13.33,5.38%,"850,587"
573,LZB,La-Z-Boy Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.33B,9.55,30.84,4.22%,"359,573"
574,MAIN,Main Street Capital Corporation,Financial,Asset Management,USA,3.35B,8.25,40.68,1.22%,"585,528"
575,MAMA,Mama's Creations Inc.,Consumer Defensive,Packaged Foods,USA,129.17M,21.15,3.45,-1.29%,"281,088"
576,MANH,"Manhattan Associates, Inc.",Technology,Software - Application,USA,12.86B,78.92,208.86,3.97%,"473,704"
577,MARPS,Marine Petroleum Trust,Energy,Oil & Gas Midstream,USA,9.29M,6.72,4.62,-5.70%,"20,572"
578,MATX,Matson Inc,Industrials,Marine Shipping,USA,3.10B,10.20,88.65,-0.83%,"189,992"
579,MBCN,Middlefield Banc Corp.,Financial,Banks - Regional,USA,221.34M,12.28,27.36,3.60%,"25,284"
580,MBNKP,Medallion Bank - FXDFR PRF PERPETUAL USD 25 - Ser F,Financial,Banks - Regional,USA,64.92M,0.82,22.86,2.51%,"1,213"
581,MBUU,Malibu Boats Inc,Consumer Cyclical,Recreational Vehicles,USA,951.66M,10.71,46.65,5.78%,"265,587"
582,MCBC,Macatawa Bank Corp.,Financial,Banks - Regional,USA,331.93M,7.24,9.68,4.20%,"54,775"
583,MCBS,MetroCity Bankshares Inc,Financial,Banks - Regional,USA,538.97M,10.17,21.32,1.91%,"30,416"
584,MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,Recreational Vehicles,USA,382.18M,5.70,22.22,5.01%,"117,151"
585,MCHP,"Microchip Technology, Inc.",Technology,Semiconductors,USA,41.60B,16.77,76.43,3.85%,"9,978,203"
586,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1.20B,14.18,62.59,2.66%,"62,784"
587,MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,Residential Construction,USA,3.21B,8.94,42.99,4.67%,"646,650"
588,MDLZ,Mondelez International Inc.,Consumer Defensive,Confectioners,USA,93.66B,20.56,68.82,1.25%,"9,268,835"
589,MDU,MDU Resources Group Inc,Industrials,Conglomerates,USA,3.88B,10.76,19.05,1.38%,"3,958,322"
590,MED,Medifast Inc,Consumer Cyclical,Personal Services,USA,761.43M,5.77,69.92,1.50%,"186,906"
591,MEDP,Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA,8.41B,32.13,274.21,3.62%,"314,369"
592,META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,808.48B,27.77,314.60,1.20%,"16,665,094"
593,METC,Ramaco Resources Inc,Basic Materials,Coking Coal,USA,532.51M,7.29,12.13,-0.82%,"259,081"
594,METCB,Ramaco Resources Inc,Basic Materials,Coking Coal,USA,561.92M,-,12.80,-1.16%,"15,601"
595,MFC,Manulife Financial Corp.,Financial,Insurance - Life,Canada,34.11B,8.73,18.65,1.75%,"1,773,007"
596,MFIN,Medallion Financial Corp.,Financial,Credit Services,USA,196.93M,3.87,8.47,5.22%,"110,328"
597,MGEE,"MGE Energy, Inc.",Utilities,Utilities - Regulated Electric,USA,2.69B,22.68,74.39,0.08%,"96,903"
598,MGIC,Magic Software Enterprises Ltd.,Technology,Information Technology Services,Israel,507.10M,11.93,10.33,3.51%,"119,266"
599,MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,2.12B,21.74,96.14,-1.23%,"119,213"
600,MGRC,McGrath Rentcorp,Industrials,Rental & Leasing Services,USA,2.50B,20.72,101.98,1.16%,"121,784"
601,MGY,Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P,USA,4.79B,8.41,22.85,-0.91%,"3,009,780"
602,MHO,MI Homes Inc.,Consumer Cyclical,Residential Construction,USA,2.64B,5.50,94.80,3.58%,"441,840"
603,MIDD,Middleby Corp.,Industrials,Specialty Industrial Machinery,USA,6.29B,14.06,117.41,3.09%,"621,002"
604,MKC,"McCormick & Co., Inc.",Consumer Defensive,Packaged Foods,USA,17.43B,27.10,64.96,0.22%,"1,341,229"
605,MKL,Markel Group Inc,Financial,Insurance - Property & Casualty,USA,17.67B,9.58,1336.97,2.74%,"144,811"
606,MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA,8.34B,33.41,220.07,-0.60%,"449,680"
607,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,USA,4.50B,7.22,39.67,0.92%,"592,999"
608,MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA,27.37B,25.71,442.88,0.49%,"281,942"
609,MLR,Miller Industries Inc.,Consumer Cyclical,Auto Parts,USA,425.94M,11.03,37.20,2.76%,"22,395"
610,MMS,Maximus Inc.,Industrials,Specialty Business Services,USA,4.69B,27.55,77.13,1.79%,"167,365"
611,MNDO,Mind C.T.I Ltd,Technology,Software - Application,Israel,37.48M,7.54,1.86,0.69%,"34,609"
612,MNSB,MainStreet Bancshares Inc,Financial,Banks - Regional,USA,156.57M,5.81,20.82,5.10%,"30,457"
613,MNSO,MINISO Group Holding Ltd ADR,Consumer Cyclical,Specialty Retail,China,8.42B,32.67,26.64,3.46%,"1,422,788"
614,MNST,Monster Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA,58.20B,37.52,55.56,5.51%,"9,950,931"
615,MOD,Modine Manufacturing Co.,Consumer Cyclical,Auto Parts,USA,2.20B,10.89,42.15,4.44%,"1,088,123"
616,MOG-A,"Moog, Inc.",Industrials,Aerospace & Defense,USA,4.23B,24.85,132.64,11.68%,"297,853"
617,MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,USA,19.67B,21.03,337.43,-0.04%,"291,632"
618,MOMO,Hello Group Inc ADR,Communication Services,Internet Content & Information,China,1.07B,5.68,7.16,2.58%,"649,855"
619,MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA,11.08B,5.27,33.36,-0.89%,"5,555,108"
620,MOV,"Movado Group, Inc.",Consumer Cyclical,Luxury Goods,USA,647.67M,9.61,29.24,3.61%,"101,966"
621,MPTI,M-tron Industries Inc,Technology,Electronic Components,USA,71.12M,28.01,26.05,-7.95%,"29,687"
622,MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA,23.55B,53.40,492.93,4.50%,"842,061"
623,MPX,Marine Products Corp,Consumer Cyclical,Recreational Vehicles,USA,351.25M,7.32,10.19,3.56%,"70,849"
624,MRAM,Everspin Technologies Inc,Technology,Semiconductors,USA,183.99M,24.49,8.85,5.86%,"140,555"
625,MRC,MRC Global Inc,Energy,Oil & Gas Equipment & Services,USA,950.99M,12.22,11.32,4.04%,"819,438"
626,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16.63B,10.16,27.46,-2.00%,"12,896,123"
627,MRTN,"Marten Transport, Ltd.",Industrials,Trucking,USA,1.49B,17.90,18.36,3.55%,"239,659"
628,MSB,Mesabi Trust,Basic Materials,Steel,USA,263.97M,38.95,20.12,-1.28%,"54,456"
629,MSBI,Midland States Bancorp Inc,Financial,Banks - Regional,USA,504.45M,6.20,23.14,2.53%,"75,363"
630,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2622.10B,34.17,352.80,1.29%,"23,606,281"
631,MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,USA,5.60B,15.99,97.78,0.84%,"350,971"
632,MTB,M & T Bank Corp,Financial,Banks - Regional,USA,20.34B,7.07,122.55,3.46%,"1,362,530"
633,MTDR,Matador Resources Co,Energy,Oil & Gas E&P,USA,7.44B,8.86,62.46,-1.20%,"1,202,151"
634,MTG,MGIC Investment Corp,Financial,Insurance - Specialty,USA,4.92B,7.20,17.74,3.14%,"1,462,984"
635,MTH,Meritage Homes Corp.,Consumer Cyclical,Residential Construction,USA,4.86B,6.17,133.42,4.94%,"395,760"
636,MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,USA,25.89M,5.72,13.70,-1.23%,"7,972"
637,MTRN,Materion Corp,Basic Materials,Other Industrial Metals & Mining,USA,2.30B,22.14,111.30,4.87%,"180,741"
638,MTSI,MACOM Technology Solutions Holdings Inc,Technology,Semiconductors,USA,5.33B,17.46,75.04,3.15%,"589,007"
639,MUR,Murphy Oil Corp.,Energy,Oil & Gas E&P,USA,7.17B,9.70,45.92,-0.48%,"1,987,778"
640,MVO,MV Oil Trust,Energy,Oil & Gas E&P,USA,141.95M,5.63,12.04,-1.15%,"9,828"
641,MWA,Mueller Water Products Inc,Industrials,Specialty Industrial Machinery,USA,2.04B,27.12,13.02,3.33%,"1,820,232"
642,MXC,Mexco Energy Corp,Energy,Oil & Gas E&P,USA,27.15M,7.33,12.75,0.00%,859
643,MYE,Myers Industries Inc.,Consumer Cyclical,Packaging & Containers,USA,662.01M,13.32,17.97,3.28%,"128,561"
644,MYRG,MYR Group Inc,Industrials,Engineering & Construction,USA,1.96B,21.50,117.02,-1.61%,"127,522"
645,NAT,Nordic American Tankers Ltd,Industrials,Marine Shipping,Bermuda,975.10M,8.17,4.67,0.65%,"3,144,863"
646,NBHC,National Bank Holdings Corp,Financial,Banks - Regional,USA,1.22B,9.82,32.28,1.73%,"204,014"
647,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,11.05B,60.16,112.44,-0.84%,"523,296"
648,NDSN,Nordson Corp.,Industrials,Specialty Industrial Machinery,USA,12.63B,25.52,221.54,1.98%,"168,762"
649,NE,Noble Corp Plc,Energy,Oil & Gas Drilling,USA,6.89B,15.75,50.25,-1.84%,"1,180,391"
650,NECB,NorthEast Community Bancorp Inc.,Financial,Banks - Regional,USA,238.92M,5.59,15.96,1.20%,"105,584"
651,NEU,NewMarket Corp.,Basic Materials,Specialty Chemicals,USA,4.70B,11.87,490.39,1.98%,"32,045"
652,NFG,National Fuel Gas Co.,Energy,Oil & Gas Integrated,USA,4.97B,10.46,54.17,2.05%,"428,912"
653,NFLX,Netflix Inc.,Communication Services,Entertainment,USA,189.24B,43.11,432.36,1.80%,"3,660,938"
654,NICE,NICE Ltd ADR,Technology,Software - Application,Israel,10.64B,36.71,168.05,6.15%,"909,179"
655,NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,USA,162.95B,33.03,107.06,1.88%,"7,551,993"
656,NKSH,National Bankshares Inc.,Financial,Banks - Regional,USA,146.37M,7.06,24.85,3.20%,"18,555"
657,NMIH,NMI Holdings Inc,Financial,Insurance - Specialty,USA,2.40B,7.89,29.14,4.22%,"535,602"
658,NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,Monaco,685.69M,1.67,22.72,1.88%,"64,348"
659,NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,USA,70.96B,15.44,470.58,-1.09%,"785,413"
660,NOK,Nokia Corp ADR,Technology,Communication Equipment,Finland,19.34B,4.90,3.46,3.28%,"15,965,209"
661,NOVT,Novanta Inc,Technology,Scientific & Technical Instruments,USA,5.06B,66.20,141.44,3.09%,"165,681"
662,NOW,ServiceNow Inc,Technology,Software - Application,USA,124.39B,78.49,606.76,1.22%,"1,477,840"
663,NRC,National Research Corp,Healthcare,Health Information Services,USA,1.02B,35.39,41.66,-0.64%,"60,218"
664,NRIM,"Northrim Bancorp, Inc.",Financial,Banks - Regional,USA,245.29M,9.16,43.88,3.03%,"15,297"
665,NRP,Natural Resource Partners LP,Energy,Thermal Coal,USA,874.88M,5.75,69.27,-3.12%,"36,999"
666,NSIT,Insight Enterprises Inc.,Technology,Electronics & Computer Distribution,USA,5.26B,20.33,147.75,3.30%,"223,267"
667,NSSC,NAPCO Security Technologies Inc,Industrials,Security & Protection Services,USA,691.09M,25.69,18.80,1.27%,"434,081"
668,NTB,The Bank of N.T. Butterfield & Son Limited,Financial,Banks - Diversified,Bermuda,1.36B,5.79,27.33,3.09%,"195,009"
669,NTES,NetEase Inc ADR,Communication Services,Electronic Gaming & Multimedia,China,70.47B,19.92,112.72,2.70%,"1,324,072"
670,NUE,Nucor Corp.,Basic Materials,Steel,USA,37.88B,7.72,152.31,0.69%,"1,174,800"
671,NVDA,NVIDIA Corp,Technology,Semiconductors,USA,1111.62B,108.72,450.05,3.45%,"41,749,972"
672,NVEC,NVE Corp,Technology,Semiconductors,USA,342.79M,15.90,70.97,4.18%,"30,923"
673,NVMI,Nova Ltd,Technology,Semiconductor Equipment & Materials,Israel,2.89B,23.56,100.41,1.40%,"209,232"
674,NVO,Novo Nordisk ADR,Healthcare,Biotechnology,Denmark,333.50B,40.80,98.17,-2.73%,"4,436,461"
675,NVR,NVR Inc.,Consumer Cyclical,Residential Construction,USA,19.20B,12.40,5890.63,3.36%,"22,000"
676,NVS,Novartis AG ADR,Healthcare,Drug Manufacturers - General,Switzerland,184.91B,24.97,92.76,-1.40%,"2,195,433"
677,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,8.28B,17.83,49.90,0.93%,"900,204"
678,NX,Quanex Building Products Corp,Industrials,Building Products & Equipment,USA,952.75M,11.95,28.88,2.48%,"101,360"
679,NYT,New York Times Co.,Communication Services,Publishing,USA,6.90B,39.49,42.01,0.91%,"1,266,960"
680,OBE,Obsidian Energy Ltd,Energy,Oil & Gas E&P,Canada,703.60M,1.36,8.76,-0.23%,"293,049"
681,OBK,Origin Bancorp Inc,Financial,Banks - Regional,USA,1.00B,10.04,32.45,3.44%,"149,419"
682,OC,Owens Corning,Industrials,Building Products & Equipment,USA,10.90B,9.46,122.66,3.48%,"874,766"
